,Order No,Order Date,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total,Is Holiday Period,Month,Profit Percentage
81,5040-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"Steady Colorific Colored Pencils, 12/Box",Technology,Large Box,Regular Air,20-03-2013,1.3,$2.88,1.58,46.0,$138.24,7%,$9.68,128.56,$1.01,$129.57,False,2013-03,121.53846153846155
82,5040-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Critical,"Steady Colorific Colored Pencils, 12/Box",Technology,Small Box,Express Air,20-03-2013,1.3,$2.88,1.58,8.0,$138.24,5%,$9.68,128.56,$1.01,$129.57,False,2013-03,121.53846153846155
83,5040-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,Medium,"Steady Colorific Colored Pencils, 12/Box",Office Supplies,Small Box,Regular Air,20-03-2013,1.3,$2.88,1.58,22.0,$138.24,2%,$9.68,128.56,$1.01,$129.57,False,2013-03,121.53846153846155
84,5040-1,2013-03-16,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"Steady Colorific Colored Pencils, 12/Box",Technology,Small Pack,Express Air,20-03-2013,1.3,$2.88,1.58,32.0,$138.24,8%,$9.68,128.56,$1.01,$129.57,False,2013-03,121.53846153846155
85,5041-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Small Business,Nicholas Fernandes,Medium,Artisan Hi-Liter Smear-Safe Highlighters,Office Supplies,Small Box,Regular Air,24-10-2015,2.98,$5.84,2.86,48.0,$7.20,8%,$0.63,7.64,$0.83,$10.71,False,2015-10,95.9731543624161
86,5042-1,2013-04-30,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Small Business,Leighton Forrest,Not Specified,Apex Straight Scissors,Office Supplies,Small Pack,Express Air,02-05-2013,5.19,$12.98,7.79,49.0,$623.22,4%,$56.09,567.13,$3.14,$571.13,True,2013-04,150.09633911368013
87,5042-1,2013-06-25,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,High,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,26-05-2013,3.32,$5.18,1.86,30.0,$130.42,9%,$3.01,128.43,$2.04,$129.03,False,2013-06,56.02409638554218
88,5042-1,2013-03-23,Aaron Smayling,"1737 Botany Rd,Banksmeadow",Sydney,NSW,Small Business,Nicholas Fernandes,High,Assorted Color Push Pins,Office Supplies,Small Box,Regular Air,26-03-2013,0.87,$1.81,0.94,30.0,$61.10,3%,$2.34,58.66,$0.75,$61.51,True,2013-03,108.04597701149426
89,5043-1,2015-04-18,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Artisan 487 Labels,Furniture,Small Pack,Express Air,19-04-2015,2.29,$3.69,1.4,7.0,$144.50,1%,$14.87,147.65,$0.50,$158.36,True,2015-04,61.135371179039296
90,5046-1,2015-01-11,Katherine Nockton,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Critical,"Smiths Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Office Supplies,Small Box,Regular Air,12-01-2015,3.88,$6.47,2.59,34.0,$113.68,3%,$7.95,110.05,$1.22,$119.55,False,2015-01,66.75257731958763
91,5047-1,2015-04-19,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Small Business,Tina Carlton,High,Artisan Poly Binder Pockets,Technology,Small Pack,Regular Air,19-04-2015,2.26,$3.58,1.32,11.0,$131.14,2%,$6.33,112.43,$5.47,$119.43,True,2015-04,58.40707964601771
92,5047-1,2015-05-01,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan Premier Heavy-Duty Binder with Round Locking Rings,Office Supplies,Small Box,Regular Air,02-05-2015,8.71,$14.28,5.57,32.0,$335.35,10%,$33.53,303.24,$2.99,$321.03,True,2015-05,63.94948335246843
93,5047-1,2015-03-16,Candos Bawlak,"6 Mary St,Newtown",Sydney,NSW,Home Office,Samantha Chairs,Critical,Artisan 487 Labels,Office Supplies,Small Pack,Regular Air,16-03-2015,2.29,$3.69,1.4,50.0,$215.76,8%,$12.78,113.07,$0.50,$129.55,False,2015-03,61.135371179039296
94,5047-1,2014-10-04,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Small Business,Tina Carlton,Critical,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Box,Regular Air,06-10-2014,13.88,$22.38,8.5,6.0,$471.00,3%,$0.00,470.84,$15.10,$485.30,False,2014-10,61.23919308357348
95,5048-1,2013-05-26,Denny Ordway,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths Standard Envelopes,Technology,Large Box,Regular Air,26-05-2013,3.52,$5.68,2.16,29.0,$136.32,0%,$9.05,128.14,$1.39,$129.53,False,2013-05,61.36363636363637
96,5048-1,2014-09-22,Magdelene Mosse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Corporate,Tina Carlton,Low,Smiths General Use 3-Ring Binders,Office Supplies,Wrap Bag,Regular Air,22-09-2014,1.18,$1.88,0.7,34.0,$41.00,3%,$3.30,38.94,$1.49,$40.93,False,2014-09,59.32203389830508
97,5048-1,2013-06-15,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Not Specified,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,17-06-2013,3.52,$5.68,2.16,39.0,$138.52,8%,$9.00,128.02,$1.39,$129.53,False,2013-06,61.36363636363637
98,5049-1,2015-10-20,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Medium,12 Colored Short Pencils,Office Supplies,Small Box,Regular Air,24-10-2015,1.09,$2.60,1.51,1.0,$7.95,0%,$0.63,7.24,$2.40,$10.15,False,2015-10,138.5321100917431
99,5049-1,2013-05-29,Thais Sissman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,High,Office Shears by Apex,Technology,Jumbo Drum,Delivery Truck,29-05-2013,0.94,$2.08,1.14,13.0,$8.32,4%,$0.17,8.15,$2.56,$10.71,False,2013-05,121.27659574468083
100,5050-1,2016-09-06,Benjamin Patterson,"33/4 Barangaroo Avenue,Sydney",Sydney,NSW,Consumer,Natasha Song,Critical,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,08-09-2016,54.29,$90.48,36.19,46.0,"$6,480.48",4%,$68.84,5365.38,$19.99,"$5,399.59",False,2016-09,66.66052680051574
101,5050-1,2013-04-19,Craig Carroll,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Express Air,20-04-2013,5.33,$8.60,3.27,25.0,$309.60,10%,$18.58,291.02,$6.19,$297.21,True,2013-04,61.350844277673545
102,5050-1,2013-07-30,Keith Herrera,"120 Hardware St,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Medium,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,31-07-2013,10.07,$15.98,5.91,38.0,$859.24,3%,$57.59,817.53,$4.00,$823.63,False,2013-07,58.68917576961271
103,5051-1,2013-03-27,Erica Smith,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,27-03-2013,3.32,$5.18,1.86,41.0,$147.24,8%,$8.68,126.76,$2.04,$124.27,True,2013-03,56.02409638554218
104,5051-1,2014-06-23,Frank Hawley,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,Samantha Chairs,Critical,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,23-06-2014,6.39,$19.98,13.59,36.0,$123.42,5%,$11.54,120.74,$4.00,$122.16,False,2014-06,212.6760563380282
105,5052-1,2014-03-06,Delfina Latchford,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,07-03-2014,1.84,$2.88,1.04,7.0,$498.50,4%,$39.85,455.5,$0.99,$456.12,False,2014-03,56.52173913043478
106,5055-1,2016-11-16,Jonathan Doherty,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,"Artisan Flip-Chart Easel Binder, Black",Office Supplies,Small Pack,Regular Air,16-11-2016,13.88,$22.38,8.5,30.0,$135.34,8%,$0.00,138.44,$15.10,$142.46,False,2016-11,61.23919308357348
107,5055-1,2013-09-11,Liz Willingham,"60 Commercial Rd,Prahran",Melbourne,VIC,Corporate,Yvette Biti,Not Specified,Smiths Premium Bright 1-Pary Blumk Carr Poncils,Technology,Small Box,Regular Air,13-08-2013,1.59,$3.28,1.71,1.0,$356.12,0%,$0.00,356.12,$0.98,$362.47,False,2013-09,107.54716981132076
108,5055-1,2015-05-22,Eva Jacobs,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Home Office,Nicholas Fernandes,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Box,Regular Air,24-05-2015,4.79,$11.97,7.18,12.0,$365.92,2%,$0.00,356.12,$5.81,$362.47,False,2015-05,149.8956158663883
109,5055-1,2014-02-23,Erica Hackney,"221 Barkly St,St Kilda",Melbourne,VIC,Corporate,Yvette Biti,Critical,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,26-02-2014,1.53,$2.78,1.25,25.0,$356.92,7%,$0.00,356.12,$1.34,$362.47,False,2014-02,81.69934640522875
110,5055-1,2013-09-18,Fred Wasserman,"61 York St,Sydney",Sydney,NSW,Corporate,Leighton Forrest,High,Pizazz Drawing Pencil Set,Office Supplies,Small Box,Regular Air,25-09-2013,1.53,$2.78,1.25,23.0,$356.12,2%,$0.00,356.12,$1.34,$362.47,False,2013-09,81.69934640522875
111,5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Home Office,Phoebe Gour,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Technology,Large Box,Regular Air,28-04-2013,12.39,$19.98,7.59,16.0,$356.12,0%,$0.00,356.12,$5.77,$362.47,True,2013-04,61.25907990314769
112,5055-1,2014-03-27,Miran Bettner,"224A Gertrude St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Low,Smiths Premium Bright 1-Part Blank Computer Paper,Office Supplies,Small Box,Regular Air,03-04-2014,12.39,$19.98,7.59,32.0,$356.12,10%,$0.00,356.12,$5.77,$362.47,False,2014-03,61.25907990314769
113,5055-1,2013-04-26,Thomas Boland,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,Mihael Khan,Not Specified,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,26-04-2013,4.79,$11.97,7.18,39.0,$356.12,8%,$0.00,356.12,$5.81,$362.47,True,2013-04,149.8956158663883
114,5055-1,2013-04-23,Eudokia Martin,"412 Brunswick St,Fitzroy",Melbourne,VIC,Home Office,Connor Betts,Medium,Smiths SlimLine Pencil Sharpener,Office Supplies,Wrap Bag,Regular Air,25-04-2013,4.79,$11.97,7.18,43.0,$356.12,3%,$0.00,356.12,$5.81,$362.47,True,2013-04,149.8956158663883
115,5055-1,2016-04-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,Tina Carlton,High,Artisan Hanging File Binders,Office Supplies,Wrap Bag,Regular Air,03-04-2016,3.65,$5.98,2.33,12.0,$55.60,10%,$2.52,53.28,$1.49,$53.22,True,2016-04,63.83561643835617
116,5055-1,2013-04-27,Noah Childs,"78 Stanley St,Darlinghurst",Sydney,NSW,Corporate,Phoebe Gour,High,Smiths Premium Bright 1-Part Envelopes,Office Supplies,Small Box,Regular Air,28-04-2013,2.25,$3.69,1.44,29.0,$356.12,3%,$0.00,356.12,$2.50,$362.47,True,2013-04,64.0
117,5056-1,2014-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,Aanya Zhang,Critical,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,09-05-2014,1.09,$1.82,0.73,2.0,$53.76,3%,$2.04,52.72,$1.00,$53.22,False,2014-05,66.97247706422019
118,5056-1,2014-02-24,Chad McGuire,"81 MacLeay St,Potts Point",Sydney,NSW,Home Office,Samantha Chairs,Not Specified,Artisan 474 Labels,Furniture,Large Box,Regular Air,25-02-2014,1.84,$2.88,1.04,2.0,$55.44,7%,$0.91,54.33,$0.99,$54.32,False,2014-02,56.52173913043478
119,5058-1,2017-02-02,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Critical,Artisan Legal 4-Ring Binder,Office Supplies,Small Pack,Regular Air,04-02-2017,13.64,$20.98,7.34,49.0,$806.22,7%,$43.57,851.97,$1.49,$893.74,True,2017-02,53.81231671554252
120,5058-1,2013-04-20,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths Standard Envelopes,Office Supplies,Wrap Bag,Regular Air,22-04-2013,3.52,$5.68,2.16,33.0,$136.24,4%,$1.28,127.16,$1.39,$129.22,True,2013-04,61.36363636363637
121,5059-1,2015-04-08,Carol Triggs,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,Tina Carlton,Medium,Alto Memo Cubes,Office Supplies,Small Box,Regular Air,09-04-2015,3.32,$5.18,1.86,7.0,$449.84,7%,$4.48,442.84,$2.04,$428.85,True,2015-04,56.02409638554218
122,5059-1,2013-03-26,Mick Brown,"531 King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Critical,Alto Memo Cubes,Technology,Medium Box,Regular Air,28-03-2013,3.32,$5.18,1.86,8.0,$139.44,9%,$4.31,132.65,$2.04,$133.46,True,2013-03,56.02409638554218
123,5059-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,05-04-2014,2.29,$3.69,1.4,47.0,$160.54,3%,$1.61,158.93,$0.50,$159.63,False,2014-04,61.135371179039296
124,5059-1,2015-05-29,Cindy Schnelling,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Critical,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,31-05-2015,5.33,$8.60,3.27,32.0,$61.36,3%,$4.84,56.9,$6.19,$59.61,False,2015-05,61.350844277673545
125,5059-1,2014-05-03,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Corporate,Mihael Khan,Medium,Artisan 477 Labels,Technology,Medium Box,Regular Air,05-05-2014,3.14,$4.91,1.77,25.0,$176.32,5%,$19.61,158.93,$0.50,$159.93,False,2014-05,56.36942675159236
126,5059-1,2013-04-28,Barry Weirich,"105 Pitt St,Sydney",Sydney,NSW,Home Office,Charlie Bui,Not Specified,Beekin 105-Key Black Keyboard,Office Supplies,Small Box,Regular Air,28-04-2013,6.39,$19.98,13.59,45.0,$139.86,4%,$1.40,138.46,$4.00,$142.46,True,2013-04,212.6760563380282
127,5059-1,2015-06-27,Arianne Irving,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Consumer,Connor Betts,Low,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,Small Box,Regular Air,27-06-2015,2.29,$3.58,1.29,37.0,$151.46,6%,$9.12,127.56,$1.63,$129.51,False,2015-06,56.33187772925764
128,5059-1,2013-12-08,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,08-12-2013,4.46,$10.89,6.43,10.0,$163.32,1%,$3.76,158.56,$4.50,$169.77,False,2013-12,144.17040358744396
129,5059-1,2015-06-24,Beth Paige,"73 York St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,25-06-2015,1.84,$2.88,1.04,37.0,$165.92,4%,$5.40,158.96,$0.99,$169.75,False,2015-06,56.52173913043478
130,5059-1,2015-02-03,Carlos Soltero,"1/41B Elizabeth Bay Rd,Elizabeth Bay",Sydney,NSW,Corporate,Charlie Bui,Not Specified,"Artisan Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Small Box,Regular Air,15-02-2015,1.92,$3.26,1.34,35.0,$151.29,3%,$1.51,149.75,$1.86,$140.78,False,2015-02,69.79166666666667
131,5059-2,2015-01-20,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,Preston Senome,Medium,Alto Memo Cubes,Office Supplies,Small Box,Express Air,21-01-2015,3.32,$5.18,1.86,41.0,$53.24,8%,$1.19,52.93,$2.04,$53.23,True,2015-01,56.02409638554218
132,5060-1,2013-04-27,Noah Childs,"165 Oxford Street,Darlinghurst",Sydney,NSW,Consumer,Samantha Chairs,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,28-04-2013,1.18,$1.88,0.7,42.0,$35.96,0%,$0.00,35.96,$1.49,$39.56,True,2013-04,59.32203389830508
133,5060-1,2013-05-05,Dave Kipp,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,Yvette Biti,High,TechSavi Access Keyboard,Office Supplies,Wrap Bag,Regular Air,10-05-2013,10.07,$15.98,5.91,50.0,$538.38,9%,$58.19,522.39,$4.00,$539.79,False,2013-05,58.68917576961271
134,5060-1,2015-06-27,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Low,Smiths Bulldog Clip,Office Supplies,Wrap Bag,Regular Air,29-06-2015,2.31,$3.78,1.47,38.0,$13.38,6%,$0.13,13.13,$0.71,$14.76,False,2015-06,63.63636363636363
135,5062-1,2013-04-30,Pamela Stobb,"273 George Street,Sydney",Sydney,NSW,Consumer,Leighton Forrest,Low,TechSavi Access Keyboard,Office Supplies,Small Box,Regular Air,02-05-2013,10.07,$15.98,5.91,31.0,$623.22,0%,$56.09,567.13,$4.00,$571.13,True,2013-04,58.68917576961271
136,5062-1,2015-03-04,Tracy Poddar,"834 Bourke St,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Medium,Smiths Metal Binder Clips,Office Supplies,Wrap Bag,Regular Air,06-03-2015,1.6,$2.62,1.02,25.0,$66.35,10%,$3.97,64.95,$0.80,$69.45,False,2015-03,63.74999999999999
137,5063-1,2014-02-15,Yana Sorensen,"53-55 Liverpool St,Sydney",Sydney,NSW,Home Office,Tina Carlton,Low,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,20-02-2014,4.53,$7.30,2.77,37.0,$77.80,4%,$2.52,74.94,$7.72,$72.43,False,2014-02,61.147902869757175
138,5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,Yvette Biti,Medium,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,03-05-2013,5.33,$8.60,3.27,23.0,$599.76,5%,$59.98,539.78,$6.19,$542.77,True,2013-05,61.350844277673545
139,5064-1,2013-05-02,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,High,Artisan Arch Ring Binders,Office Supplies,Small Box,Regular Air,02-05-2013,36.02,$58.10,22.08,9.0,$599.76,3%,$59.98,539.78,$1.49,$542.77,True,2013-05,61.29927817878955
140,5064-1,2015-08-14,Jiner Carlon,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Small Business,Preston Senome,Not Specified,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Wrap Bag,Regular Air,15-08-2015,5.33,$8.60,3.27,13.0,$433.48,2%,$12.04,420.84,$6.19,$418.39,False,2015-08,61.350844277673545
141,5064-1,2013-10-11,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Corporate,Yvette Biti,Low,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,12-10-2013,2.74,$4.49,1.75,38.0,$48.40,9%,$2.47,45.34,$1.49,$46.91,False,2013-10,63.86861313868613
142,5064-1,2013-05-02,Nat Carroll,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Arch Ring Binders,Technology,Jumbo Drum,Delivery Truck,03-05-2013,36.02,$58.10,22.08,15.0,$599.76,4%,$59.98,539.78,$1.49,$542.77,True,2013-05,61.29927817878955
143,5064-1,2013-05-02,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,03-05-2013,1.94,$3.08,1.14,19.0,$599.76,10%,$59.98,532.78,$0.99,$542.77,True,2013-05,58.762886597938135
144,5065-1,2013-06-20,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Not Specified,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,22-06-2013,1.84,$2.88,1.04,2.0,$56.78,7%,$1.20,53.04,$0.99,$59.22,False,2013-06,56.52173913043478
145,5066-1,2013-05-02,Troy Staebel,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,High,"TypeRight  Top-Opening Peel & Seel Envelopes, Plain White",Office Supplies,Small Pack,Regular Air,03-05-2013,16.85,$27.18,10.33,26.0,"$1,357.20",8%,$67.86,1289.34,$8.33,"$1,309.33",True,2013-05,61.30563798219584
146,5068-1,2013-07-30,Panelope Sewall,"96 Liverpool St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Smiths Standard Envelopes,Technology,Small Pack,Express Air,31-07-2013,3.52,$5.68,2.16,8.0,$113.60,10%,$7.95,105.65,$1.39,$107.04,False,2013-07,61.36363636363637
147,5068-1,2013-05-03,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Consumer,Tina Carlton,Medium,1726 Digital Answering Machine,Technology,Small Box,Regular Air,03-05-2013,8.82,$20.99,12.17,12.0,$579.20,0%,$0.00,538.3,$4.81,$599.11,False,2013-05,137.98185941043084
148,5069-1,2013-02-11,Biman Radorston,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Small Business,Mihael Khan,High,Smiths Paper Clips,Office Supplies,Small Box,Regular Air,12-02-2013,1.53,$2.47,0.94,42.0,$119.80,5%,$4.89,116.37,$1.02,$119.69,False,2013-02,61.43790849673202
149,5070-1,2014-10-29,Mike Gockenbach,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,21-10-2014,3.52,$5.68,2.16,29.0,$91.14,3%,$5.65,87.49,$1.39,$88.39,False,2014-10,61.36363636363637
150,5070-1,2013-07-30,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Small Business,Nicholas Fernandes,High,Aluminum Document Frame,Technology,Small Box,Express Air,31-07-2013,5.5,$12.22,6.72,27.0,$431.78,10%,$58.53,392.63,$2.85,$399.93,False,2013-07,122.18181818181817
151,5071-1,2013-05-07,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Regular Air,09-05-2013,2.45,$3.89,1.44,5.0,$91.28,7%,$5.37,85.73,$7.01,$88.84,False,2013-05,58.77551020408163
152,5071-1,2013-10-04,Carlos Daly,"5/63-71 Enmore Rd,Newtown",Sydney,NSW,Consumer,Charlie Bui,High,Apex Design Stainless Steel Bent Scissors,Office Supplies,Wrap Bag,Regular Air,05-10-2013,2.87,$6.84,3.97,43.0,$230.96,6%,$6.75,213.83,$4.42,$214.03,False,2013-10,138.3275261324042
153,5071-1,2014-04-04,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Home Office,Yvette Biti,Not Specified,Colored Envelopes,Office Supplies,Wrap Bag,Express Air,05-04-2014,2.25,$3.69,1.44,25.0,$137.48,10%,$5.21,122.73,$2.50,$123.03,False,2014-04,64.0
154,5071-1,2015-07-18,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Consumer,Yvette Biti,Not Specified,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,20-07-2015,3.4,$5.40,2.0,47.0,$80.86,3%,$18.25,88.11,$7.78,$79.98,False,2015-07,58.82352941176471
155,5072-1,2014-06-08,John Lee,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Critical,Self-Adhesive Ring Binder Labels,Office Supplies,Wrap Bag,Regular Air,10-06-2014,2.18,$3.52,1.34,18.0,$93.36,1%,$9.65,88.09,$6.83,$88.39,False,2014-06,61.46788990825688
156,5075-1,2013-05-05,Dave Kipp,"222 Barkly St,St Kilda",Melbourne,VIC,Small Business,Yvette Biti,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,10-05-2013,10.07,$15.98,5.91,49.0,$543.32,5%,$54.33,488.99,$4.00,$492.99,False,2013-05,58.68917576961271
157,5075-1,2013-05-05,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,High,TechSavi Access Keyboard,Technology,Medium Box,Regular Air,06-05-2013,10.07,$15.98,5.91,7.0,$543.32,3%,$54.33,488.99,$4.00,$492.99,False,2013-05,58.68917576961271
